,Biological condition,Biological condition,Biological condition,Biological condition,Biological condition,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Organic enrichment,Organic enrichment,Organic enrichment,Organic enrichment,Organic enrichment,Pollution tolerance,Pollution tolerance,Pollution tolerance,Pollution tolerance,Pollution tolerance,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Salinity,Salinity,Salinity,Salinity,Pollution tolerance,Pollution tolerance,Pollution tolerance,Nutrient,Nutrient,Nutrient,Nutrient,Habit,Habit,Nitrogen fixation,Nitrogen fixation,Motility,Motility,Motility,Motility,Motility,Size,Size,Size,Size,Size,Taxonomy,Taxonomy,Taxonomy,Taxonomy,Habit,Habit,Motility,Taxonomy,Taxonomy,Biological condition,Biological condition,Biological condition,Biological condition,Biological condition,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Organic enrichment,Organic enrichment,Organic enrichment,Organic enrichment,Organic enrichment,Pollution tolerance,Pollution tolerance,Pollution tolerance,Pollution tolerance,Pollution tolerance,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Salinity,Salinity,Salinity,Salinity,Pollution tolerance,Pollution tolerance,Pollution tolerance,Nutrient,Nutrient,Nutrient,Nutrient,Habit,Habit,Nitrogen fixation,Nitrogen fixation,Motility,Motility,Motility,Motility,Motility,Size,Size,Size,Size,Size,Taxonomy,Taxonomy,Taxonomy,Taxonomy,Habit,Habit,Motility,Taxonomy,Taxonomy,Biological condition,Biological condition,Biological condition,Biological condition,Biological condition,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Organic enrichment,Organic enrichment,Organic enrichment,Organic enrichment,Organic enrichment,Pollution tolerance,Pollution tolerance,Pollution tolerance,Pollution tolerance,Pollution tolerance,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Salinity,Salinity,Salinity,Salinity,Pollution tolerance,Pollution tolerance,Pollution tolerance,Nutrient,Nutrient,Nutrient,Nutrient,Habit,Habit,Nitrogen fixation,Nitrogen fixation,Motility,Motility,Motility,Motility,Motility,Size,Size,Size,Size,Size,Taxonomy,Taxonomy,Taxonomy,Taxonomy,Habit,Habit,Motility,Taxonomy,Taxonomy
107,4,4,6,0,2,0,1,0,5,5,0,1,1,7,1,1,0,0,0,0,3,3,3,6,1,0,0,0,11,1,0,0,4,5,6,1,9,1,15,1,5,11,2,1,3,9,1,2,5,5,3,0,1,1,1,1,2,2,9,2,0,0.25,0.25,0.375,0,0.125,0,0.0625,0,0.3125,0.3125,0,0.0625,0.0625,0.4375,0.0625,0.0625,0,0,0,0,0.1875,0.1875,0.1875,0.375,0.0625,0,0,0,0.6875,0.0625,0,0,0.25,0.3125,0.375,0.0625,0.5625,0.0625,0.9375,0.0625,0.3125,0.6875,0.125,0.0625,0.1875,0.5625,0.0625,0.125,0.3125,0.3125,0.1875,0,0.0625,0.0625,0.0625,0.0625,0.125,0.125,0.5625,0.125,0,0.292407108,0.231017771,0.379644588,0,0.096930533,0,0.064620355,0,0.324717286,0.219709208,0,0.193861066,0.129240711,0.447495961,0.032310178,0.064620355,0,0,0,0,0.261712439,0.117932149,0.374798061,0.169628433,0.129240711,0,0,0,0.799676898,0.003231018,0,0,0.258481422,0.360258481,0.473344103,0.129240711,0.767366721,0.003231018,0.998384491,0.001615509,0.39095315,0.60904685,0.003231018,0.064620355,0.248788368,0.618739903,0.064620355,0.323101777,0.185783522,0.295638126,0.13085622,0,0.193861066,0.193861066,0.064620355,0.032310178,0.053311793,0.197092084,0.604200323,0.003231018,0
108,0,3,6,0,2,0,1,2,0,6,0,2,1,7,1,0,0,0,0,0,4,1,3,3,2,0,0,0,8,3,0,0,4,3,2,3,4,4,11,0,2,9,0,2,2,6,1,1,3,5,1,0,1,1,1,2,1,3,6,0,0,0,0.272727273,0.545454545,0,0.181818182,0,0.090909091,0.181818182,0,0.545454545,0,0.181818182,0.090909091,0.636363636,0.090909091,0,0,0,0,0,0.363636364,0.090909091,0.272727273,0.272727273,0.181818182,0,0,0,0.727272727,0.272727273,0,0,0.363636364,0.272727273,0.181818182,0.272727273,0.363636364,0.363636364,1,0,0.181818182,0.818181818,0,0.181818182,0.181818182,0.545454545,0.090909091,0.090909091,0.272727273,0.454545455,0.090909091,0,0.090909091,0.090909091,0.090909091,0.181818182,0.090909091,0.272727273,0.545454545,0,0,0,0.162162162,0.683397683,0,0.154440154,0,0.003861004,0.617760618,0,0.262548263,0,0.115830116,0.077220077,0.691119691,0.077220077,0,0,0,0,0,0.138996139,0.540540541,0.583011583,0.123552124,0.061776062,0,0,0,0.868725869,0.131274131,0,0,0.173745174,0.586872587,0.579150579,0.138996139,0.664092664,0.177606178,1,0,0.084942085,0.915057915,0,0.586872587,0.077220077,0.32046332,0.015444015,0.038610039,0.625482625,0.243243243,0.077220077,0,0.038610039,0.038610039,0.015444015,0.154440154,0.003861004,0.123552124,0.795366795,0,0
109,4,2,1,9,2,0,0,0,2,11,0,1,0,8,3,1,0,1,2,0,4,1,0,6,4,1,0,0,9,4,0,1,3,5,1,6,5,8,18,0,4,14,0,1,3,9,5,2,3,6,3,1,0,1,4,4,1,1,14,0,1,0.222222222,0.111111111,0.055555556,0.5,0.111111111,0,0,0,0.111111111,0.611111111,0,0.055555556,0,0.444444444,0.166666667,0.055555556,0,0.055555556,0.111111111,0,0.222222222,0.055555556,0,0.333333333,0.222222222,0.055555556,0,0,0.5,0.222222222,0,0.055555556,0.166666667,0.277777778,0.055555556,0.333333333,0.277777778,0.444444444,1,0,0.222222222,0.777777778,0,0.055555556,0.166666667,0.5,0.277777778,0.111111111,0.166666667,0.333333333,0.166666667,0.055555556,0,0.055555556,0.222222222,0.222222222,0.055555556,0.055555556,0.777777778,0,0.055555556,0.370595383,0.330498177,0.004860267,0.245443499,0.048602673,0,0,0,0.136087485,0.764277035,0,0.038882139,0,0.714459295,0.030376671,0.038882139,0,0.038882139,0.020656136,0,0.131227217,0.038882139,0,0.495747266,0.277035237,0.001215067,0,0,0.845686513,0.054678007,0,0.038882139,0.335358445,0.456865128,0.116646416,0.346294046,0.662211422,0.200486027,1,0,0.642770352,0.357229648,0,0.077764277,0.068043742,0.798298906,0.055893074,0.019441069,0.136087485,0.623329283,0.174969623,0.001215067,0,0.019441069,0.054678007,0.136087485,0.077764277,0.019441069,0.854191981,0,0.077764277
11,2,5,3,11,5,0,0,1,3,15,0,1,2,10,7,1,0,0,3,2,5,1,1,7,10,1,1,1,18,4,2,1,10,6,3,9,5,12,26,1,2,25,4,1,2,11,9,2,10,9,4,0,0,0,3,6,1,2,18,3,1,0.074074074,0.185185185,0.111111111,0.407407407,0.185185185,0,0,0.037037037,0.111111111,0.555555556,0,0.037037037,0.074074074,0.37037037,0.259259259,0.037037037,0,0,0.111111111,0.074074074,0.185185185,0.037037037,0.037037037,0.259259259,0.37037037,0.037037037,0.037037037,0.037037037,0.666666667,0.148148148,0.074074074,0.037037037,0.37037037,0.222222222,0.111111111,0.333333333,0.185185185,0.444444444,0.962962963,0.037037037,0.074074074,0.925925926,0.148148148,0.037037037,0.074074074,0.407407407,0.333333333,0.074074074,0.37037037,0.333333333,0.148148148,0,0,0,0.111111111,0.222222222,0.037037037,0.074074074,0.666666667,0.111111111,0.037037037,0.012325953,0.097466332,0.754165716,0.095640265,0.028988815,0,0,0.000913034,0.017575896,0.8952294,0,0.00570646,0.00136955,0.797534809,0.114813969,0.000228258,0,0,0.046336453,0.012325953,0.778361105,0.000228258,0.000913034,0.453549418,0.458799361,0.000456517,0.000228258,0.000913034,0.541200639,0.422962794,0.000684775,0.011412919,0.105227117,0.031956174,0.035151792,0.384158868,0.086509929,0.831317051,0.999771742,0.000228258,0.006619493,0.993380507,0.080118694,0.342387583,0.413147683,0.122118238,0.042227802,0.025108423,0.879479571,0.071216617,0.018260671,0,0,0,0.017347638,0.091303355,0.000913034,0.753252682,0.140607167,0.079890436,0.000228258
110,1,2,1,0,0,0,0,1,1,2,0,0,1,3,0,0,0,0,0,0,1,0,0,2,1,0,0,0,4,0,0,0,3,1,0,1,3,0,4,0,3,1,0,0,0,4,0,0,1,2,1,0,0,0,0,0,0,0,4,0,0,0.25,0.5,0.25,0,0,0,0,0.25,0.25,0.5,0,0,0.25,0.75,0,0,0,0,0,0,0.25,0,0,0.5,0.25,0,0,0,1,0,0,0,0.75,0.25,0,0.25,0.75,0,1,0,0.75,0.25,0,0,0,1,0,0,0.25,0.5,0.25,0,0,0,0,0,0,0,1,0,0,0.222222222,0.666666667,0.111111111,0,0,0,0,0.444444444,0.111111111,0.444444444,0,0,0.444444444,0.555555556,0,0,0,0,0,0,0.111111111,0,0,0.333333333,0.222222222,0,0,0,1,0,0,0,0.777777778,0.222222222,0,0.222222222,0.888888889,0,1,0,0.888888889,0.111111111,0,0,0,1,0,0,0.111111111,0.444444444,0.444444444,0,0,0,0,0,0,0,1,0,0
111,5,4,8,6,1,0,1,1,4,11,0,3,2,12,4,0,0,0,1,1,7,2,5,8,5,0,0,0,16,4,0,0,7,7,3,7,8,8,24,0,4,20,1,3,5,12,3,2,7,9,4,0,1,2,3,4,3,4,15,1,1,0.208333333,0.166666667,0.333333333,0.25,0.041666667,0,0.041666667,0.041666667,0.166666667,0.458333333,0,0.125,0.083333333,0.5,0.166666667,0,0,0,0.041666667,0.041666667,0.291666667,0.083333333,0.208333333,0.333333333,0.208333333,0,0,0,0.666666667,0.166666667,0,0,0.291666667,0.291666667,0.125,0.291666667,0.333333333,0.333333333,1,0,0.166666667,0.833333333,0.041666667,0.125,0.208333333,0.5,0.125,0.083333333,0.291666667,0.375,0.166666667,0,0.041666667,0.083333333,0.125,0.166666667,0.125,0.166666667,0.625,0.041666667,0.041666667,0.310240964,0.246987952,0.18373494,0.198795181,0.060240964,0,0.060240964,0.006024096,0.018072289,0.59939759,0,0.126506024,0.180722892,0.545180723,0.018072289,0,0,0,0.006024096,0.003012048,0.352409639,0.009036145,0.075301205,0.31626506,0.234939759,0,0,0,0.671686747,0.135542169,0,0,0.210843373,0.259036145,0.072289157,0.292168675,0.38253012,0.412650602,1,0,0.189759036,0.810240964,0.006024096,0.09939759,0.307228916,0.569277108,0.018072289,0.180722892,0.231927711,0.436746988,0.135542169,0,0.120481928,0.126506024,0.018072289,0.246987952,0.06626506,0.277108434,0.530120482,0.006024096,0.003012048
112,2,3,4,6,0,0,1,1,1,6,0,3,1,8,2,0,0,0,1,0,3,3,3,4,3,1,0,0,10,2,0,0,5,5,2,5,2,5,15,0,1,14,1,3,0,7,4,0,7,3,3,1,0,0,1,4,3,1,10,1,1,0.133333333,0.2,0.266666667,0.4,0,0,0.066666667,0.066666667,0.066666667,0.4,0,0.2,0.066666667,0.533333333,0.133333333,0,0,0,0.066666667,0,0.2,0.2,0.2,0.266666667,0.2,0.066666667,0,0,0.666666667,0.133333333,0,0,0.333333333,0.333333333,0.133333333,0.333333333,0.133333333,0.333333333,1,0,0.066666667,0.933333333,0.066666667,0.2,0,0.466666667,0.266666667,0,0.466666667,0.2,0.2,0.066666667,0,0,0.066666667,0.266666667,0.2,0.066666667,0.666666667,0.066666667,0.066666667,0.034188034,0.199430199,0.13960114,0.626780627,0,0,0.014245014,0.011396011,0.028490028,0.655270655,0,0.142450142,0.028490028,0.481481481,0.284900285,0,0,0,0.113960114,0,0.341880342,0.068376068,0.031339031,0.313390313,0.284900285,0.113960114,0,0,0.566951567,0.11965812,0,0,0.384615385,0.324786325,0.03988604,0.262108262,0.017094017,0.512820513,1,0,0.005698006,0.994301994,0.113960114,0.125356125,0,0.561253561,0.199430199,0,0.438746439,0.076923077,0.427350427,0.028490028,0,0,0.028490028,0.56980057,0.071225071,0.085470085,0.700854701,0.113960114,0.028490028
113,3,4,6,7,1,0,2,2,1,12,0,3,2,10,5,1,0,0,2,0,6,2,4,6,6,1,0,0,16,3,0,0,7,7,5,4,7,9,21,0,3,18,0,3,6,10,2,3,8,4,4,0,2,3,1,6,1,5,12,0,0,0.142857143,0.19047619,0.285714286,0.333333333,0.047619048,0,0.095238095,0.095238095,0.047619048,0.571428571,0,0.142857143,0.095238095,0.476190476,0.238095238,0.047619048,0,0,0.095238095,0,0.285714286,0.095238095,0.19047619,0.285714286,0.285714286,0.047619048,0,0,0.761904762,0.142857143,0,0,0.333333333,0.333333333,0.238095238,0.19047619,0.333333333,0.428571429,1,0,0.142857143,0.857142857,0,0.142857143,0.285714286,0.476190476,0.095238095,0.142857143,0.380952381,0.19047619,0.19047619,0,0.095238095,0.142857143,0.047619048,0.285714286,0.047619048,0.238095238,0.571428571,0,0,0.040486836,0.086934923,0.270243418,0.577496274,0.024838549,0,0.015648286,0.015648286,0.024838549,0.832091406,0,0.099354198,0.015648286,0.788623944,0.130402385,0.003229011,0,0,0.031048187,0,0.701689021,0.015648286,0.07774466,0.549677099,0.260804769,0.024838549,0,0,0.88201689,0.080725286,0,0,0.142821659,0.562096374,0.090163934,0.204918033,0.161450571,0.757575758,1,0,0.074515648,0.925484352,0,0.164679583,0.155240934,0.649031297,0.031048187,0.086934923,0.32911078,0.099354198,0.475161451,0,0.062096374,0.068306011,0.006209637,0.571286637,0.012419275,0.267014406,0.676850472,0,0
114,2,1,7,4,1,0,1,1,3,6,0,2,0,9,2,0,0,0,0,0,5,3,2,6,2,0,0,0,12,1,0,0,2,7,2,3,2,5,16,0,0,16,2,3,3,6,2,2,3,5,5,0,0,0,2,2,6,1,8,2,1,0.125,0.0625,0.4375,0.25,0.0625,0,0.0625,0.0625,0.1875,0.375,0,0.125,0,0.5625,0.125,0,0,0,0,0,0.3125,0.1875,0.125,0.375,0.125,0,0,0,0.75,0.0625,0,0,0.125,0.4375,0.125,0.1875,0.125,0.3125,1,0,0,1,0.125,0.1875,0.1875,0.375,0.125,0.125,0.1875,0.3125,0.3125,0,0,0,0.125,0.125,0.375,0.0625,0.5,0.125,0.0625,0.094941634,0.031128405,0.298054475,0.404669261,0.015564202,0,0.031128405,0.124513619,0.06459144,0.46692607,0,0.124513619,0,0.687159533,0.031128405,0,0,0,0,0,0.437354086,0.218677043,0.155642023,0.484824903,0.062256809,0,0,0,0.782101167,0.015564202,0,0,0.046692607,0.671595331,0.126070039,0.093385214,0.126070039,0.451361868,1,0,0,1,0.00311284,0.20233463,0.233463035,0.452140078,0.108949416,0.031128405,0.20233463,0.096498054,0.576653696,0,0,0,0.108949416,0.357976654,0.312062257,0.046692607,0.840466926,0.00311284,0.031128405
115,0,2,4,0,1,0,0,1,1,2,0,1,1,3,1,0,0,0,0,0,3,0,0,3,1,0,0,0,4,1,0,0,3,0,1,2,2,2,7,0,1,6,0,1,2,3,1,1,4,1,1,0,1,1,1,1,0,3,4,0,0,0,0.285714286,0.571428571,0,0.142857143,0,0,0.142857143,0.142857143,0.285714286,0,0.142857143,0.142857143,0.428571429,0.142857143,0,0,0,0,0,0.428571429,0,0,0.428571429,0.142857143,0,0,0,0.571428571,0.142857143,0,0,0.428571429,0,0.142857143,0.285714286,0.285714286,0.285714286,1,0,0.142857143,0.857142857,0,0.142857143,0.285714286,0.428571429,0.142857143,0.142857143,0.571428571,0.142857143,0.142857143,0,0.142857143,0.142857143,0.142857143,0.142857143,0,0.428571429,0.571428571,0,0,0,0.702479339,0.132231405,0,0.165289256,0,0,0.041322314,0.041322314,0.074380165,0,0.016528926,0.041322314,0.115702479,0.016528926,0,0,0,0,0,0.115702479,0,0,0.082644628,0.049586777,0,0,0,0.148760331,0.024793388,0,0,0.099173554,0,0.661157025,0.066115702,0.702479339,0.074380165,1,0,0.041322314,0.958677686,0,0.049586777,0.685950413,0.247933884,0.016528926,0.661157025,0.280991736,0.016528926,0.041322314,0,0.661157025,0.661157025,0.016528926,0.165289256,0,0.73553719,0.26446281,0,0
116,4,5,5,4,2,0,0,3,4,7,0,2,2,10,3,0,0,0,1,0,2,4,4,6,3,1,0,1,15,2,0,0,4,7,5,4,8,7,21,0,4,17,2,1,4,10,4,2,7,9,3,0,0,1,2,2,3,2,13,2,0,0.19047619,0.238095238,0.238095238,0.19047619,0.095238095,0,0,0.142857143,0.19047619,0.333333333,0,0.095238095,0.095238095,0.476190476,0.142857143,0,0,0,0.047619048,0,0.095238095,0.19047619,0.19047619,0.285714286,0.142857143,0.047619048,0,0.047619048,0.714285714,0.095238095,0,0,0.19047619,0.333333333,0.238095238,0.19047619,0.380952381,0.333333333,1,0,0.19047619,0.80952381,0.095238095,0.047619048,0.19047619,0.476190476,0.19047619,0.095238095,0.333333333,0.428571429,0.142857143,0,0,0.047619048,0.095238095,0.095238095,0.142857143,0.095238095,0.619047619,0.095238095,0,0.042292902,0.110180063,0.687526347,0.080335866,0.059748617,0,0,0.040245361,0.070123971,0.786918107,0,0.020139887,0.020329155,0.827387149,0.079664823,0,0,0,0.019916206,0,0.02987861,0.716983405,0.677563943,0.150012475,0.059972298,0.019916206,0,0.019916206,0.927381126,0.02987861,0,0,0.060385247,0.169515731,0.699304008,0.060643341,0.789154916,0.150046887,1,0,0.109767114,0.890232886,0.00246049,0.019916206,0.687113398,0.171012672,0.119497234,0.039832411,0.728029801,0.162426766,0.069711021,0,0,0.019916206,0.059748617,0.039832411,0.657647737,0.02987861,0.907499333,0.00246049,0
117,5,5,5,4,1,0,0,2,3,5,0,1,1,5,4,0,0,0,2,0,1,2,2,3,3,1,0,1,12,0,0,0,4,7,7,2,9,4,21,0,3,18,4,1,2,10,4,0,7,10,2,1,0,1,1,3,5,1,12,4,0,0.238095238,0.238095238,0.238095238,0.19047619,0.047619048,0,0,0.095238095,0.142857143,0.238095238,0,0.047619048,0.047619048,0.238095238,0.19047619,0,0,0,0.095238095,0,0.047619048,0.095238095,0.095238095,0.142857143,0.142857143,0.047619048,0,0.047619048,0.571428571,0,0,0,0.19047619,0.333333333,0.333333333,0.095238095,0.428571429,0.19047619,1,0,0.142857143,0.857142857,0.19047619,0.047619048,0.095238095,0.476190476,0.19047619,0,0.333333333,0.476190476,0.095238095,0.047619048,0,0.047619048,0.047619048,0.142857143,0.238095238,0.047619048,0.571428571,0.19047619,0,0.16840481,0.133500053,0.164307758,0.472189706,0.02053847,0,0,0.12317761,0.328473626,0.112961583,0,0.041059203,0.041059203,0.410627505,0.236103721,0,0,0,0.051328438,0,0.24635522,0.12317761,0.12317761,0.307952893,0.215565251,0.041059203,0,0.041059203,0.85199177,0,0,0,0.236103721,0.451722181,0.250540953,0.184775283,0.301887127,0.472189706,1,0,0.082171615,0.917828385,0.137561633,0.082118407,0.082118407,0.246514845,0.451686709,0,0.605636551,0.312156362,0.082118407,3.55E-05,0,0.041059203,0.24635522,0.102656876,0.08224256,0.041059203,0.739172076,0.137561633,0
118,10,5,6,9,2,1,2,1,4,12,0,2,3,12,6,0,0,0,2,1,1,3,6,6,7,0,0,1,22,2,0,0,8,11,11,5,13,7,34,0,3,31,6,2,5,14,7,6,8,10,6,1,0,3,3,5,7,3,19,6,1,0.294117647,0.147058824,0.176470588,0.264705882,0.058823529,0.029411765,0.058823529,0.029411765,0.117647059,0.352941176,0,0.058823529,0.088235294,0.352941176,0.176470588,0,0,0,0.058823529,0.029411765,0.029411765,0.088235294,0.176470588,0.176470588,0.205882353,0,0,0.029411765,0.647058824,0.058823529,0,0,0.235294118,0.323529412,0.323529412,0.147058824,0.382352941,0.205882353,1,0,0.088235294,0.911764706,0.176470588,0.058823529,0.147058824,0.411764706,0.205882353,0.176470588,0.235294118,0.294117647,0.176470588,0.029411765,0,0.088235294,0.088235294,0.147058824,0.205882353,0.088235294,0.558823529,0.176470588,0.029411765,0.072800357,0.091558732,0.582961143,0.241357749,0.011165699,0.00111657,0.000111657,0.022331398,0.058061635,0.607704332,0,0.006699419,0.025681108,0.625524788,0.165364002,0,0,0,0.022331398,6.70E-05,0.00446628,0.560518088,0.58403305,0.055940152,0.158731577,0,0,4.47E-05,0.841201429,0.011165699,0,0,0.165542653,0.110629745,0.672398392,0.129522108,0.714783385,0.140754801,1,0,0.035730237,0.964269763,0.035908888,0.026797678,0.563912461,0.228003573,0.145377401,0.101607861,0.728003573,0.111902635,0.056051809,4.47E-05,0,0.027914247,0.033497097,0.093903528,0.571840107,0.027914247,0.83338544,0.035908888,0.00446628
119,6,4,5,5,0,0,0,1,2,7,0,0,1,10,1,0,0,0,0,0,1,2,3,5,2,0,0,0,14,0,0,1,3,6,6,2,11,3,22,0,5,17,1,1,2,14,4,2,6,9,2,0,0,0,1,3,5,0,14,1,0,0.272727273,0.181818182,0.227272727,0.227272727,0,0,0,0.045454545,0.090909091,0.318181818,0,0,0.045454545,0.454545455,0.045454545,0,0,0,0,0,0.045454545,0.090909091,0.136363636,0.227272727,0.090909091,0,0,0,0.636363636,0,0,0.045454545,0.136363636,0.272727273,0.272727273,0.090909091,0.5,0.136363636,1,0,0.227272727,0.772727273,0.045454545,0.045454545,0.090909091,0.636363636,0.181818182,0.090909091,0.272727273,0.409090909,0.090909091,0,0,0,0.045454545,0.136363636,0.227272727,0,0.636363636,0.045454545,0,0.26805484,0.068034223,0.404143903,0.084527368,0,0,0,0.010308216,0.226780744,0.447417792,0,0,0.16493145,0.663890321,0.020616431,0,0,0,0,0,0.010308216,0.373157406,0.558705288,0.094835584,0.020657664,0,0,0,0.90097928,0,0,0.002061643,0.061890527,0.113390372,0.465931347,0.020657664,0.519637151,0.041232863,1,0,0.113431605,0.886568395,0.010308216,0.010308216,0.373157406,0.416554994,0.189671168,0.030924647,0.589691784,0.138171323,0.061849294,0,0,0,0.16493145,0.061849294,0.397958973,0,0.921595712,0.010308216,0
12,0,5,6,8,2,1,0,2,1,14,0,2,2,12,3,1,0,1,1,0,7,3,5,8,3,1,0,1,13,4,0,2,3,8,4,6,5,10,21,0,1,20,2,3,4,8,4,3,9,6,2,0,1,1,3,4,4,3,11,2,1,0,0.238095238,0.285714286,0.380952381,0.095238095,0.047619048,0,0.095238095,0.047619048,0.666666667,0,0.095238095,0.095238095,0.571428571,0.142857143,0.047619048,0,0.047619048,0.047619048,0,0.333333333,0.142857143,0.238095238,0.380952381,0.142857143,0.047619048,0,0.047619048,0.619047619,0.19047619,0,0.095238095,0.142857143,0.380952381,0.19047619,0.285714286,0.238095238,0.476190476,1,0,0.047619048,0.952380952,0.095238095,0.142857143,0.19047619,0.380952381,0.19047619,0.142857143,0.428571429,0.285714286,0.095238095,0,0.047619048,0.047619048,0.142857143,0.19047619,0.19047619,0.142857143,0.523809524,0.095238095,0.047619048,0,0.690150033,0.114807567,0.155903457,0.039138943,0.001304631,0,0.01826484,0.001304631,0.288975864,0,0.005218526,0.014350946,0.127853881,0.021526419,0.11741683,0,0.11741683,0.001956947,0,0.09915199,0.02739726,0.044357469,0.058708415,0.054142205,0.11741683,0,0.013046314,0.098499674,0.189171559,0,0.118069145,0.016307893,0.046314416,0.043052838,0.203522505,0.032615786,0.2530985,1,0,0.000652316,0.999347684,0.686888454,0.050880626,0.060013046,0.161121983,0.04109589,0.013046314,0.793868232,0.134377038,0.026092629,0,0.003913894,0.003913894,0.040443575,0.14481409,0.041748206,0.075668624,0.212654925,0.686888454,0.006523157
120,6,8,5,0,0,0,0,2,3,5,0,3,1,5,2,0,0,0,1,0,0,2,3,1,2,1,0,1,11,0,0,0,3,7,5,1,12,0,19,0,5,14,3,0,4,11,1,2,4,10,3,0,1,2,0,1,5,2,8,3,0,0.315789474,0.421052632,0.263157895,0,0,0,0,0.105263158,0.157894737,0.263157895,0,0.157894737,0.052631579,0.263157895,0.105263158,0,0,0,0.052631579,0,0,0.105263158,0.157894737,0.052631579,0.105263158,0.052631579,0,0.052631579,0.578947368,0,0,0,0.157894737,0.368421053,0.263157895,0.052631579,0.631578947,0,1,0,0.263157895,0.736842105,0.157894737,0,0.210526316,0.578947368,0.052631579,0.105263158,0.210526316,0.526315789,0.157894737,0,0.052631579,0.105263158,0,0.052631579,0.263157895,0.105263158,0.421052632,0.157894737,0,0.091090236,0.525192143,0.38371762,0,0,0,0,0.25049815,0.039851978,0.362368346,0,0.028465699,0.022772559,0.360945061,0.028465699,0,0,0,0.00569314,0,0,0.222886422,0.264161685,0.022772559,0.007116425,0.004269855,0,0.022772559,0.362368346,0,0,0,0.018502704,0.214916026,0.412183319,0.001423285,0.470538002,0,1,0,0.046968403,0.953031597,0.278963849,0,0.491887276,0.217762596,0.01138628,0.25049815,0.457728437,0.251921435,0.039851978,0,0.227725591,0.25049815,0,0.004269855,0.38371762,0.25049815,0.292627384,0.278963849,0
121,2,5,10,3,2,1,0,3,4,7,0,2,2,12,3,0,0,0,1,1,3,6,4,5,5,1,0,1,16,1,1,0,7,8,6,5,8,3,23,0,1,22,2,2,3,13,3,1,11,7,3,1,0,0,1,4,6,2,12,2,0,0.086956522,0.217391304,0.434782609,0.130434783,0.086956522,0.043478261,0,0.130434783,0.173913043,0.304347826,0,0.086956522,0.086956522,0.52173913,0.130434783,0,0,0,0.043478261,0.043478261,0.130434783,0.260869565,0.173913043,0.217391304,0.217391304,0.043478261,0,0.043478261,0.695652174,0.043478261,0.043478261,0,0.304347826,0.347826087,0.260869565,0.217391304,0.347826087,0.130434783,1,0,0.043478261,0.956521739,0.086956522,0.086956522,0.130434783,0.565217391,0.130434783,0.043478261,0.47826087,0.304347826,0.130434783,0.043478261,0,0,0.043478261,0.173913043,0.260869565,0.086956522,0.52173913,0.086956522,0,0.021195216,0.188073201,0.639279828,0.14859896,0.002176577,0.004226364,0,0.027471366,0.066248257,0.61597143,0,0.03169773,0.008452728,0.741325388,0.090866827,0,0,0,0.004226364,0.002113182,0.072820253,0.576898694,0.536748235,0.094628291,0.154325684,0.02113182,0,0.004226364,0.93127932,0.00731161,6.34E-05,0,0.099382951,0.16345463,0.714255526,0.150162715,0.71499514,0.155234352,1,0,6.34E-05,0.999936605,0.006339546,0.084527281,0.514538692,0.246608343,0.147986138,0.147922742,0.761717594,0.068424834,0.021871434,6.34E-05,0,0,0.063395461,0.024597439,0.568509361,0.070707071,0.703119057,0.006339546,0
122,2,3,5,2,1,0,0,1,2,8,0,0,0,7,1,0,0,0,0,0,3,2,2,3,3,0,0,0,10,2,0,0,3,4,3,3,6,4,14,0,4,10,1,2,3,7,1,1,5,4,2,0,0,0,1,3,1,2,10,1,0,0.142857143,0.214285714,0.357142857,0.142857143,0.071428571,0,0,0.071428571,0.142857143,0.571428571,0,0,0,0.5,0.071428571,0,0,0,0,0,0.214285714,0.142857143,0.142857143,0.214285714,0.214285714,0,0,0,0.714285714,0.142857143,0,0,0.214285714,0.285714286,0.214285714,0.214285714,0.428571429,0.285714286,1,0,0.285714286,0.714285714,0.071428571,0.142857143,0.214285714,0.5,0.071428571,0.071428571,0.357142857,0.285714286,0.142857143,0,0,0,0.071428571,0.214285714,0.071428571,0.142857143,0.714285714,0.071428571,0,0.029519043,0.13750106,0.656204937,0.098227161,0.039273899,0,0,0.078547799,0.039358724,0.724997879,0,0,0,0.68572398,0.078547799,0,0,0,0,0,0.17677496,0.42056154,0.42056154,0.13750106,0.206209178,0,0,0,0.803630503,0.078547799,0,0,0.108066842,0.196454322,0.440240903,0.166935279,0.548307745,0.216048859,1,0,0.127746204,0.872253796,0.039273899,0.196369497,0.400967003,0.324115701,0.039273899,0.019679362,0.616931037,0.206209178,0.039358724,0,0,0,0.039273899,0.196369497,0.342013742,0.157095598,0.783951141,0.039273899,0
