FY,CollDate,Sample,StationID,WaterbodyName,Location,PH,COND (µs/cm),DO,TEMP,ALKALINITY [mg/L],ARSENIC DIS [ug/L],COPPER DIS [ug/L],CHLORIDE [mg/L],HARDNESS TOT [mg/L],IRON DIS [ug/L],IRON TREC [ug/L],MANGANESE DIS [ug/L],AMMONIA [mg/L],NO5 [mg/L],N-KJELDAHL [mg/L],NITROGEN TOT [mg/L],PHOSPHORUS [mg/L],SELENIUM [ug/L],SULFATE [mg/L],ZINC [ug/L],TSS [mg/L]
FY12,9/20/2011,Routine Sample,12968,Snyder Creek,at 755 USFS Rd.,8.63,807.2,7.49,16.15,170,,<5,,250,30,1900,110,0.054,<0.02,2,,0.093,<1,230,8,
FY12,9/26/2011,Routine Sample,11535,Lost Creek,abv Buford @ 8 Rd.,8.51,431.7,8.81,13.52,150,<1,<5,3,210,56,140,27,0.014,<0.02,0.37,0.37,0.014,<1,70,15,<10
FY12,9/27/2011,Routine Sample,11625A,Dry Fork of the Piceance,at Little Hills SWA,8.05,974.7,7.49,13.03,330,2.7,<5,18,320,21,1700,15,0.014,1.4,0.43,1.8,0.12,2,170,16,53
FY12,9/27/2011,Routine Sample,11625,Black Sulphur Creek,at 29 Rd.,8.18,1523,10.29,13.32,380,1.6,<5,25,630,40,96,77,0.014,0.27,0.28,0.31,0.023,<1,390,9,<10
FY12,9/27/2011,Routine Sample,11601,Piceance Creek,at Cty Rd 5,8.12,2109,8.97,15.32,180,3.6,<5,35,590,79,590,73,0.019,0.061,1.2,1.3,0.093,<1,450,8,15
FY12,9/28/2011,Routine Sample,11728,Duck Creek,at Cty Rd 20,8.3,2401,8.72,12.59,480,3.3,<5,41,820,11,10,<2,0.01,0.7,0.21,0.91,0.019,4.4,810,11,<10
FY12,9/28/2011,Routine Sample,11732B,Yellow Creek,above Barcus Creek,8.5,3175,11.11,13.74,720,4.8,<5,49,1000,10,26,<2,0.012,<0.02,0.58,0.59,0.018,<1,1100,5,<10
FY12,9/28/2011,Routine Sample,11722,Cathedral Creek,at Cty Rd 28,8.43,1282,8.95,17.65,340,2.3,<5,21,430,55,570,40,0.019,<0.02,0.29,0.3,0.02,<1,350,6,13
FY12,9/29/2011,Routine Sample,11720,West Douglas Creek,above West Creek,8.42,1476,9.11,7.71,320,<1,<5,28,590,26,120,19,0.016,<0.02,0.57,0.57,0.02,<1,450,8,<10
FY12,10/4/2011,Routine Sample,153,Oak Creek,below Town of Oak Creek,8.3,893.6,8.09,13.62,220,,<5,,310,84,560,24,0.01,<0.02,0.66,,0.038,<1,220,<4,
FY12,10/11/2011,Routine Sample,12336,Tenmile Creek,above Wheeler Junction nr Copper Mnt,7.9,974.1,8.53,7.97,37,,<5,,430,7,50,210,0.091,0.21,<0.2,,0.007,<1,500,42,
FY12,10/19/2011,Routine Sample,12725,Cattle Creek,near Blue Creek Rd. bridge,8.28,333.3,9.98,5.23,,,,,,,,,,,,,,,,,
FY12,10/20/2011,Routine Sample,12783,Roaring Fork River,below Aspen,8.18,366.3,9.16,6.8,140,,<5,,180,<4,<4,<2,<0.005,0.022,0.28,,<0.005,<1,45,6,
FY12,10/20/2011,Routine Sample,12794A,West Sopris Creek,above diversions for Dinkle Lake,8.71,374.7,9.46,5.15,90,,<5,,160,32,42,3,<0.005,0.1,<0.2,,<0.005,<1,79,21,
FY12,10/21/2011,Routine Sample,12731,Crystal River,near mouth,8.47,556.7,10.5,8,140,,<5,,230,8,77,<2,<0.005,0.099,<0.2,,<0.005,<1,110,9,
FY13,7/18/2012,Routine Sample,29,St. Vrain Creek,near mouth,8.14,1044,7.76,24.81,,1.6,5,19,620,720,,180,0.26,4,,,0.34,6.9,630,14,
FY13,7/18/2012,Routine Sample,124,Little Thompson River,near Milliken,7.81,1639,6.63,21.38,,1.4,<5,37,320,400,,74,0.13,2.3,,,0.29,1.6,320,12,
FY13,7/23/2012,Routine Sample,5971A1,Horse Creek,at mouth,7.26,426,7.72,19.95,120,0.62,<5,54,140,<2,190,8,0.015,<0.02,0.31,,0.014,<0.17,21,12,
FY13,7/23/2012,Routine Sample,USFSPIKE1,Pine Creek,near Wigwam,7.61,198,6.71,20.77,82,0.14,<5,2.2,79,<2,54,4.1,0.017,<0.02,0.52,,0.015,0.39,13,<3,
FY13,7/23/2012,Routine Sample,5936,South Platte River,at Lone Rock Campground,8.55,297,9.29,12.6,100,0.52,<5,36,120,<2,47,11,0.02,0.064,<0.2,,0.02,0.23,42,<3,
FY13,7/23/2012,Routine Sample,5254,Cherry Creek,at Franktown at Hwy 86,7.7,314,8,15,130,2.3,<5,,110,<2,230,33,0.005,<0.02,<0.2,,0.18,0.19,13,<3,
FY13,7/27/2012,Routine Sample,5551,North St. Vrain Creek,at gage above Lyons,7.12,19,9.81,14.39,<10,0.1,<5,<1,7.8,140,200,0.55,0.012,<0.02,<0.2,,0.016,<0.17,1.7,<3,
FY13,7/27/2012,Routine Sample,5561A45,James Creek,d/s Little James Cr.,6.96,20,9.11,13.95,<10,<0.1,<5,<1,10,<2,270,0.57,0.013,0.09,<0.2,,0.024,<0.17,2.9,<3,
FY13,7/27/2012,Routine Sample,5589,South Boulder Creek,at South Mesa Open Space,7.43,42,9.81,13.07,19,0.12,<5,2,20,<2,130,1.5,0.015,0.06,<0.2,,0.012,<0.17,4.2,<3,
FY13,7/30/2012,Routine Sample,10322,Cochetopa Creek,at Sillsville,8.29,220,9.36,18.57,120,8.1,<5,2.1,100,2,520,5.7,0.0095,<0.02,<0.2,,0.12,<0.17,6.1,<3,
FY13,7/30/2012,Routine Sample,10121,Cement Creek,above campground,8.44,325,9.02,16.19,160,0.59,<5,1.4,210,<2,110,13,<0.003,0.045,<0.2,,0.012,0.23,47,<3,
FY13,7/30/2012,Routine Sample,151,Slate River,below Coal Creek,7.88,172,9.49,18.51,64,0.73,<5,3.2,78,<2,370,4,0.0055,<0.02,<0.2,,0.015,0.18,22,4,
FY13,7/31/2012,Routine Sample,10252,Lake Fork Gunnison River,above Cooper Creek,7.56,154,9.92,9.35,25,0.53,<5,<1,95,<2,51,4.1,0.0065,0.053,<0.2,,<0.004,<0.17,74,24,
FY13,7/31/2012,Routine Sample,10251,Lake Fork Gunnison River,above Silver Creek,7.44,153,9.77,10.89,12,0.26,<5,<1,83,<2,39,3.7,0.0032,0.076,<0.2,,0.0069,<0.17,78,52,
FY13,7/31/2012,Routine Sample,10245,Henson Creek,above Hwy 149,7.83,156,9.39,13.05,28,0.27,<5,<1,77,<2,280,2.9,0.0078,0.055,<0.2,,0.019,<0.17,58,18,
FY13,8/1/2012,Routine Sample,10109,Taylor River,d/s Dinner Bell Campground,7.72,107,9.65,11.8,56,0.26,<5,<1,66,<2,230,5,0.0053,<0.02,<0.2,,0.011,0.21,13,<3,
FY13,8/1/2012,Routine Sample,10107,Taylor River,at Hog Trough below Taylor Reservoir,7.75,77,10.76,10.26,44,0.14,<5,<1,48,<2,100,3.3,0.028,<0.02,<0.2,,0.015,<0.17,7.1,<3,
FY13,8/1/2012,Routine Sample,10106,Taylor River,at Rd 742 pulloff,8.33,77,11.27,10.61,44,0.12,<5,<1,49,<2,130,3.4,0.019,<0.02,<0.2,,0.018,<0.17,7.1,<3,
FY13,8/1/2012,Routine Sample,10105,Taylor River,at Rd 742 bridge,8.4,79,11.54,11.54,43,0.11,<5,<1,49,<2,110,3.3,0.0094,<0.02,<0.2,,0.018,<0.17,7.1,<3,
FY13,8/1/2012,Routine Sample,10104,Taylor River,below Lottis Creek ,8.58,85,9.98,13.78,45,0.11,<5,<1,49,<2,120,3.6,0.0084,<0.02,0.11,,0.0087,<0.17,6.9,<3,
FY13,8/1/2012,Routine Sample,10103,Taylor River,below Lodgepole Camp,8.49,87,9.48,14.74,45,0.15,<5,<1,52,<2,130,3.5,0.006,<0.02,<0.2,,0.014,<0.17,7,<3,
FY13,8/1/2012,Routine Sample,10102,Taylor River,above North Bank Campground,8.04,90,9.53,14.86,47,0.12,<5,<1,52,<2,150,3.8,0.024,<0.02,0.44,,0.026,<0.17,6.9,<3,
FY13,8/1/2012,Routine Sample,10262,Beaver Creek,at Gunnison SWA at 726 Rd,7.52,75,8.26,19.41,40,0.37,<5,1,37,<2,1100,1.8,0.0097,<0.02,0.39,,0.014,<0.17,<1,<3,
FY13,8/2/2012,Routine Sample,10271A,South Beaver Creek,at powerline service rd.,6.86,175,6.42,16.84,97,1.5,<5,2.2,90,7,2100,5.3,0.023,<0.02,<0.2,,0.011,0.18,24,<3,
FY13,8/7/2012,Routine Sample,5318,Cache La Poudre River,above 63rd E Rd,7.84,46,8.09,15.54,19,0.2,<5,,18,41,68,<2,<0.003,<0.02,0.34,,0.011,<0.17,2.9,<3,
FY13,8/8/2012,Routine Sample,5313,Cache La Poudre River,at Prospect Road,9.45,169.1,8.61,14.98,52,0.46,<5,,63,53,1000,29,<0.003,0.19,0.48,,0.064,0.21,22,5,
FY13,8/8/2012,Routine Sample,5310,Cache La Poudre River,at Lions Park,8.5,77.96,8.62,15.24,31,0.33,<5,,33,32,640,15,<0.003,0.042,0.6,,0.042,<0.17,4.8,<3,
FY13,8/14/2012,Routine Sample,5598,North Boulder Creek,at mouth (u/s Hwy 119),,59.8,7.3,16.6,22,<0.10,<5,,22,120,220,<2,<0.003,0.023,<0.1,,0.011,<0.17,3.4,<3,
FY13,8/15/2012,Routine Sample,5424,Big Thompson River,at downtown Estes Park,7.85,23.6,8.43,12.58,<10,<0.10,<5,,540,3,140,<2,<0.003,0.087,<0.1,,0.01,<0.17,1.5,69,
FY13,8/21/2012,Routine Sample,7547,South Fork Purgatoire River,at Torres,7.93,141.4,7.48,12.39,54,0.11,<5,<1,57,80,430,2.8,<0.003,0.48,<0.1,,0.018,<0.17,7.5,7,
FY13,8/21/2012,Routine Sample,7548,North Fork Purgatoire River,near Vigil,8.62,349,7.46,17.94,160,0.21,<5,2.6,120,44,110,6.8,<0.003,<0.02,<0.1,,0.01,0.23,19,10,
FY13,8/21/2012,Routine Sample,7587,Apache Canyon,near Windmill,6.05,2060,6.57,20.56,860,0.24,<5,180,15,200,700,0.93,<0.003,<0.02,0.44,,0.026,<0.17,3.7,<3,
FY13,8/21/2012,Routine Sample,7588,Wet Canyon Creek,at mouth,,1665,6.52,23.61,710,0.33,<5,120,98,71,550,12,<0.003,<0.02,0.54,,0.017,<0.17,23,4,
FY13,8/21/2012,Routine Sample,7545B,Purgatoire River,above Wet Canyon Creek,,421.4,7.4,19.01,190,0.19,<5,9,100,53,680,5.8,<0.003,<0.02,<0.1,,0.014,<0.17,18,5,
FY13,8/21/2012,Routine Sample,7586,Lorencito Canyon,at mouth,,1455,6.85,27.11,580,0.21,<5,500,78,170,1400,9.3,<0.003,<0.02,0.26,,0.015,0.34,130,4,
FY13,8/21/2012,Routine Sample,91,Purgatoire River,near Segundo,,533.2,6.59,23.93,230,0.26,<5,18,110,45,4100,7.2,<0.003,<0.02,<0.1,,0.035,<0.17,20,8,
FY13,8/21/2012,Routine Sample,7582,Long Canyon,above Trinidad Reservoir,,1144,6.97,27.01,270,0.33,<5,200,330,17,980,27,<0.003,<0.02,0.16,,0.014,0.17,31,21,
FY13,8/21/2012,Routine Sample,7583,Reilly Canyon,above Trinidad Reservoir,,1986,6.45,24.86,800,0.78,<5,120,100,130,1100,14,<0.003,<0.02,0.24,,0.03,0.94,58,<3,
FY13,8/23/2012,Routine Sample,5589,South Boulder Creek,at South Mesa Open Space,,,,,19,0.17,<5,1.7,21,39,52,1.5,<0.003,0.048,0.15,,0.0093,<0.17,5.1,<3,
FY13,8/23/2012,Routine Sample,5561A45,James Creek,d/s Little James Cr.,,,,,<10,<0.1,<5,<1,9.8,110,86,0.54,<0.003,0.023,<0.1,,0.0071,<0.17,3.4,<3,
FY13,8/23/2012,Routine Sample,5551,North St. Vrain Creek,at gage above Lyons,,,,,<10,0.11,<5,<1,7.5,250,180,0.47,<0.003,0.059,0.2,,0.012,<0.17,1.6,<3,
FY13,8/27/2012,Routine Sample,7309,Sand Creek,at Academy Blvd.,7.88,1089,6.43,23.76,170,1,<5,,340,<2,50,<2,0.011,0.89,<0.1,,0.12,6.6,260,23,
FY13,9/5/2012,Routine Sample,5590,Coal Creek,at 38 Rd.,8.14,1084,7.98,16.16,210,1.2,<5,,240,150,1500,48,0.045,14,1,,0.63,1.9,170,28,
FY13,9/5/2012,Routine Sample,5572,Boulder Creek,u/s Coal Creek near Gooding,9.36,371.2,14.29,19.24,120,1.6,<5,,130,69,190,8,0.032,0.58,0.57,,0.47,0.3,39,9.6,
FY13,9/5/2012,Routine Sample,23,South Platte River,at Henderson,8.26,991.5,10.96,23.65,,1.1,<5,120,190,140,,160,5.3,4.8,,,2.4,1.1,150,33,
FY13,9/6/2012,Routine Sample,28,Big Thompson River,near mouth,8.14,1422,8.76,16.86,,1.5,<5,15,610,84,,46,0.39,4.8,,,0.41,7.1,570,34,
FY13,9/6/2012,Routine Sample,27,Cache La Poudre River,near Greeley,8.12,1275,9.23,20.19,,1.3,<5,27,480,26,,16,0.23,4.7,,,0.36,2.8,310,32,
FY13,9/11/2012,Routine Sample,22,South Platte River,near Kersey,8.27,1357,10.93,19.48,,1.1,<5,91,430,21,,70,0.33,5.7,,,0.71,2.6,500,29,
FY13,9/13/2012,Routine Sample,5779,East Plum Creek,at Hwy 67,8.34,528.2,7.06,22,120,0.84,<5,,150,170,2900,22,0.059,0.78,0.57,,0.15,0.87,39,21,
FY13,9/17/2012,Routine Sample,5366,North Fork Cache La Poudre River,at Road 74E,7.56,175.1,9.36,16.14,79,0.9,<5,,74,200,430,7.7,0.021,<0.02,0.46,,0.026,0.17,4.5,6.3,
FY13,9/19/2012,Routine Sample,5751,Bear Creek,at mouth,8.48,954.3,8.61,18,,0.5,<5,100,350,38,,14,0.033,0.5,,,0.027,1.9,120,24,
FY13,9/20/2012,Routine Sample,5589,South Boulder Creek,at South Mesa Open Space,8.03,55,11.09,10.43,21,0.33,<5,3,26,48,36,2,0.019,0.089,0.53,,0.038,<0.17,7.6,<3,
FY13,9/20/2012,Routine Sample,5561A45,James Creek,d/s Little James Cr.,7.5,26,11.15,8.15,12,<0.1,<5,<1,14,46,32,0.83,0.011,0.028,0.39,,0.0062,<0.17,3.6,<3,
FY13,9/20/2012,Routine Sample,5551,North St. Vrain Creek,at gage above Lyons,7.64,24,11.05,14.86,10,0.19,<5,<1,10,280,190,0.64,0.022,0.042,0.56,,0.021,<0.17,<1,<3,
FY13,9/24/2012,Routine Sample,12759,South Fork Fryingpan River,above transbasin diversion,8.95,44,11.35,4.11,23,<0.1,<5,<1,30,26,71,1.2,0.0077,0.15,<0.1,,<0.004,<0.17,8.9,9,
FY13,9/24/2012,Routine Sample,12758,South Fork Fryingpan River,below transbasin diversion,8.46,43.13,11.74,4.57,24,<0.1,<5,<1,30,25,200,1.2,0.014,0.16,<0.1,,0.0063,<0.17,8.9,7.3,
FY13,9/24/2012,Routine Sample,12758A,South Fork Fryingpan River,at 0.5 miles below diversion,7.7,43.57,11.53,5.91,22,<0.1,<5,<1,28,61,140,1.2,0.0073,0.14,<0.1,,<0.004,<0.17,8.4,7.9,
FY13,9/24/2012,Routine Sample,12758B,South Fork Fryingpan River,at 1.0 miles below diversion,7.68,43.23,11.65,6.06,22,<0.1,<5,<1,28,65,120,1.2,<0.003,0.13,<0.1,,<0.004,<0.17,8.2,6.3,
FY13,9/24/2012,Routine Sample,12758C,South Fork Fryingpan River,at 1.5 miles below diversion,6.16,42.97,11.62,6.16,22,<0.1,<5,<1,26,57,110,1.1,0.0073,0.14,<0.1,,<0.004,<0.17,8,7.7,
FY13,9/24/2012,Routine Sample,12758D,South Fork Fryingpan River,at 2.75 miles below diversion,7.51,41.69,11.64,6.27,24,<0.1,<5,<1,26,51,120,1.1,0.0083,0.12,<0.1,,<0.004,<0.17,7.6,6.2,
FY13,9/25/2012,Routine Sample,12758E,South Fork Fryingpan River,above mouth,7.35,43.37,12.13,5.77,23,<0.1,<5,<1,30,31,56,1.2,0.0091,0.095,<0.1,,<0.004,<0.17,8.6,4.1,
FY13,9/25/2012,Routine Sample,12757,Fryingpan River,at Norrie Gage,8.18,48.4,11.16,9.2,25,0.11,<5,<1,27,210,340,1.7,0.0097,0.02,<0.1,,0.0052,<0.17,5.6,5.2,
FY13,9/25/2012,Routine Sample,12751G,Fryingpan River,at Rocky Fork Gage,7.51,154.4,12.67,7.26,52,0.16,<5,<1,110,20,69,4.7,0.009,0.077,<0.1,,<0.004,<0.17,61,13,
FY13,9/25/2012,Routine Sample,12756,Fryingpan River,above Rocky Fork Cr Rd bridge,7.53,155.2,12.76,7.4,52,0.16,<5,<1,100,22,60,4.6,0.011,0.053,<0.1,,0.0091,<0.17,61,14,
FY13,9/25/2012,Routine Sample,12755,Fryingpan River,at Cty Rd 4 (2nd pullout),7.82,157.7,12.13,7.81,53,0.2,<5,<1,100,20,140,4.7,0.012,0.064,<0.1,,0.0095,0.24,59,12,
FY13,9/25/2012,Routine Sample,12754,Fryingpan River,near big house on hill,8.09,159,12.2,8.23,53,0.15,<5,<1,100,18,130,4.5,0.0073,0.046,<0.1,,0.0091,<0.17,57,12,
FY13,9/25/2012,Routine Sample,12753,Fryingpan River,above Oak Road,8.16,162.3,11.59,9.02,54,0.16,<5,<1,100,22,120,4.6,0.0088,0.031,0.4,,0.0081,<0.17,57,14,
FY13,9/25/2012,Routine Sample,12752,Fryingpan River,at Basalt SWA,8.63,171.8,12.92,10.46,56,0.19,<5,<1,110,10,110,4.9,0.012,<0.02,<0.1,,0.0088,<0.17,60,14,
FY14,8/23/2013,Routine Sample,10814,San Miguel River,below Telluride,7.69,263.2,7.86,16.31,64,0.86,<4,2.6,140,57,94,54,0.023,0.92,0.28,,0.15,0.38,87,150,
FY14,8/23/2013,Routine Sample,10815,San Miguel River,at Society Turn,7.76,257,7.69,17.04,62,0.79,<4,1.4,140,56,160,52,0.017,0.14,<0.1,,0.014,0.36,87,130,
FY14,8/23/2013,Routine Sample,10818,San Miguel River,above Marshall Creek (at Idarado),7.39,244.8,7.85,11.04,27,0.2,<4,<1,140,<3,6,<2,0.014,0.16,0.38,,0.0086,0.34,140,440,
FY14,8/19/2013,Routine Sample,120,Michigan River,at Walden (above WWTF),8.29,193.5,9.07,18.91,110,0.68,4,1.1,92,250,490,31,0.017,<0.05,0.41,,0.038,<0.17,11,<10,
FY14,8/8/2013,Routine Sample,12183A,Byers Creek,above diversion,7.71,75.44,8.87,6.44,32,<0.1,<4,0,31,<3,3.1,<2,<0.003,<0.05,0.29,,0.007,<0.17,4.4,<10,
FY14,8/8/2013,Routine Sample,12184A,East St. Louis Creek,above diversion,7.29,41.34,8.94,6.53,18,<0.1,<4,0,14,10,14,<2,<0.003,<0.05,0.13,,0.016,<0.17,2.1,<10,
FY14,8/8/2013,Routine Sample,12184B,East St. Louis Creek,0.2 mi below diversion,7.33,105.2,8.09,7.68,49,<0.1,<4,0,41,3.5,25,<2,<0.003,<0.05,0.33,,0.017,<0.17,4,<10,
FY14,8/9/2013,Routine Sample,12188A,Jim Creek,above diversion,7.63,74.23,9.29,5.73,33,<0.1,<4,0,32,20,22,<2,<0.003,0.18,<0.1,,0.0065,<0.17,3.4,<10,
FY14,8/9/2013,Routine Sample,12188B,Jim Creek,250 yds below diversion,6.75,60.48,7.5,8.69,29,<0.1,<4,0,24,160,580,5.7,<0.003,<0.05,<0.1,,0.022,<0.17,1.7,<10,
FY14,9/10/2013,Routine Sample,12189A,North Fork Ranch Creek,above diversion,7.46,54.12,8.54,8.71,23,<0.1,<4,0,21,52,100,<2,0.0081,0.12,0.25,,0.0073,<0.17,3,0.32,
FY14,9/10/2013,Routine Sample,12189B,North Fork Ranch Creek,below diversion,7.3,56.17,8.59,8.42,24,<0.1,<4,0,19,23,24,<2,0.016,<0.05,0.47,,0.012,<0.17,2.2,0.18,
FY14,8/21/2013,Routine Sample,12554A,Gore Creek,at Forest Rd in Vail,8.37,251.5,8.47,13.91,110,<0.1,<4,12,150,<3,7.3,<2,0.013,0.15,0.13,,0.0067,0.22,44,<10,
FY14,8/21/2013,Routine Sample,12554B,Gore Creek,at Westhaven Ln blw Vail WWTP,8.18,267.1,8.15,12.65,110,<0.1,<4,20,150,5.2,25,2,0.016,0.71,0.31,,0.079,0.24,41,<10,
FY14,8/21/2013,Routine Sample,12555,Gore Creek,abv Vail,8.21,126.6,7.29,15.34,65,<0.1,<4,8.7,64,8.2,16,<2,0.014,0.1,0.19,,0.0088,<0.17,2.9,<10,
FY14,8/22/2013,Routine Sample,12783B,Roaring Fork River,u/s WWTF @ walking bridge,8,293.8,7.69,12.86,89,0.18,<4,1.3,180,14,78,<2,0.017,0.087,0.24,,0.013,0.29,110,<10,
FY14,8/22/2013,Routine Sample,12783C,Roaring Fork River,d/s WWTF,7.97,295.5,7.76,12.07,91,0.19,<4,3,180,13,28,2.5,0.025,0.14,0.25,,0.06,0.33,110,<10,
FY14,8/22/2013,Routine Sample,12786B,Roaring Fork River,at Difficult Campground,7.64,66.27,7.19,13.9,24,<0.1,<4,<1,33,23,53,<2,0.02,<0.05,0.25,,0.011,<0.17,16,<10,
FY14,8/20/2013,Routine Sample,12805B,Yampa River,d/s WWTF @ CR33A Rd,9.03,328.7,12.13,21.72,130,1.8,<4,16,120,63,150,7.3,0.027,0.19,0.64,,0.16,0.2,36,<10,
FY14,8/20/2013,Routine Sample,12809,Yampa River,above Stagecoach Reservoir,8.47,369.2,9.29,18.02,190,1.1,<4,1.6,210,50,340,6.2,0.021,<0.05,0.34,,0.056,0.29,47,<10,
FY14,8/20/2013,Routine Sample,12811,Yampa River,above Oak Creek,8.99,256.2,9.75,19.9,120,1.2,<4,2.1,130,50,150,22,0.02,<0.05,0.61,,0.04,0.25,34,<10,
FY14,8/20/2013,Routine Sample,12815,Yampa River,blw Yampa at CR21,7.99,272.4,7.67,13.47,160,1,<4,<1,180,100,530,14,0.02,<0.05,0.35,,0.074,0.32,31,<10,
FY14,8/20/2013,Routine Sample,12817,Bear River,d/s Yamcolo Reservoir,7.56,94.28,7.22,13.41,62,0.7,<4,<1,55,110,250,18,0.0044,<0.05,0.3,,0.03,<0.17,2.4,<10,
FY14,8/19/2013,Routine Sample,12940,Michigan River,below WWTF,8.39,206.9,9.47,20.32,110,0.64,<4,1.6,94,190,430,26,0.022,0.1,0.4,,0.064,<0.17,11,<10,
FY14,8/19/2013,Routine Sample,12946,Michigan River,at Hwy 14 d/s of S. Fork,7.56,142.3,6.85,18.12,62,0.39,<4,1.4,72,440,620,32,0.016,<0.05,0.24,,0.0093,<0.17,17,<10,
FY14,8/14/2013,Routine Sample,5580,Middle Boulder Creek,below Barker Dam @ Mile Marker 29,7.11,40.25,7.69,14.11,18,<0.1,<4,3,20,79,250,4.1,0.019,0.12,0.22,,0.016,<0.17,2.9,<10,
FY14,8/14/2013,Routine Sample,5580a,Middle Boulder Creek,4.0 mi below spillway,7.33,54.54,7.37,14.26,22,<0.1,<4,5.4,26,140,330,10,0.011,0.1,0.21,,0.021,<0.17,3.2,<10,
FY14,8/14/2013,Routine Sample,5580b,Boulder Creek,8.0 mi below spillway,7.41,55.56,7.77,15.22,25,0.11,<4,3.9,28,170,880,2.6,0.0048,0.058,0.25,,0.021,<0.17,4,<10,
FY14,8/14/2013,Routine Sample,5581,Middle Boulder Creek,"at Hwy 119, Nederland",7.64,28.19,8.47,9.18,18,<0.1,<4,<1,17,180,220,9,0.006,0.075,<0.1,,0.011,<0.17,2.8,<10,
FY14,8/28/2013,Routine Sample,5581a,Middle Boulder Creek,below Barker Reservoir spillway,7.14,48.84,,11.48,17,0.12,<4,2,19,110,160,12,0.023,0.062,0.23,,<0.005,<0.17,2.9,<10,
FY14,8/14/2013,Routine Sample,5581b,Middle Boulder Creek,0.5 mi below spillway,7.02,34.98,7.61,13.76,17,<0.1,<4,2.1,17,86,370,8.6,0.014,0.076,0.24,,0.017,<0.17,2.7,<10,
FY14,8/14/2013,Routine Sample,5581c,Middle Boulder Creek,1.0 mi below spillway,7.12,37.97,7.57,14.52,18,<0.1,<4,2.5,18,89,220,7.4,0.011,0.1,0.21,,0.015,<0.17,2.7,<10,
FY14,7/18/2013,Routine Sample,5638,West Fork Clear Creek,below Woods Creek,7.06,133.1,9.51,9.28,18,<0.1,<4,1.9,60,36,67,440,0.021,0.22,0.22,,0.0083,<0.17,61,84,
FY14,8/15/2013,Routine Sample,5638,West Fork Clear Creek,below Woods Creek,7.41,250.4,8.07,8.6,21,<0.1,<4,1.5,120,18,72,680,0.016,0.22,0.2,,0.012,<0.17,150,130,
FY14,10/22/2013,Routine Sample,5638,West Fork Clear Creek,below Woods Creek,,201.9,,1.15,23,<0.1,<4,3.6,120,43,92,830,0.016,0.28,<0.1,,0.011,<0.17,150,140,
FY14,7/18/2013,Routine Sample,5674,Fall River,at mouth near Idaho Springs,7.12,31.58,9.51,12.14,15,<0.1,7.7,<1,17,58,120,6.7,<0.003,0.093,0.16,,0.0086,<0.17,3.8,<10,
FY14,8/15/2013,Routine Sample,5674,Fall River,at mouth near Idaho Springs,7.39,32.94,8.8,8.82,18,<0.1,5.8,1.2,18,35,87,5.1,<0.003,0.1,<0.1,,0.01,<0.17,4.9,<10,
FY14,10/22/2013,Routine Sample,5674,Fall River,at mouth near Idaho Springs,,36.39,,2.75,21,<0.1,7.3,1.9,25,34,67,17,<0.003,0.13,<0.1,,0.089,<0.17,7.8,44,
FY14,7/18/2013,Routine Sample,5675,South Chicago Creek,near mouth at Hwy 103 & FR 247,7.23,40.27,9.35,11.47,19,<0.1,5.7,1,21,63,200,2.9,<0.003,0.12,0.23,,0.015,<0.17,4.7,<10,
FY14,8/15/2013,Routine Sample,5675,South Chicago Creek,near mouth at Hwy 103 & FR 247,7.3,35.51,8.54,8.54,19,<0.1,<4,<1,20,80,190,<2,0.0035,0.12,0.2,,0.014,<0.17,4.8,<10,
FY14,10/22/2013,Routine Sample,5675,South Chicago Creek,near mouth at Hwy 103 & FR 247,,29.65,,2.54,20,<0.1,<4,1.2,19,60,130,3.4,<0.003,0.14,<0.1,,0.02,<0.17,4.6,<10,
FY14,9/10/2013,Routine Sample,5943,South Platte River,near Riverside Campground,8.89,368.3,,20.05,110,0.78,<4,38,130,8.6,23,18,0.018,0.089,0.47,,0.071,<0.17,47,<10,
FY14,9/10/2013,Routine Sample,5944a,South Platte River,below railroad tunnel,8.71,365.8,,19.57,110,0.76,<4,38,140,7.2,31,29,<0.003,0.058,0.54,,0.062,<0.17,47,<10,
FY14,9/10/2013,Routine Sample,5944b,South Platte River,0.5 miles east of Co Rd 393,8.77,366.4,,19.66,110,0.79,<4,38,130,5.4,29,14,<0.003,0.085,0.58,,0.13,<0.17,47,<10,
FY14,9/10/2013,Routine Sample,5945,South Platte River,at Cove Campground,8.68,362.4,,19.11,110,0.77,<4,38,140,3.6,27,38,0.0093,0.074,0.43,,0.076,<0.17,47,<10,
FY14,9/10/2013,Routine Sample,5948,South Platte River,above Spinney Reservoir,7.98,314.5,,14.91,110,0.32,<4,30,150,42,280,12,<0.003,<0.05,1.5,,0.0087,<0.17,51,<10,
FY14,9/10/2013,Routine Sample,5950,South Platte River,below Spillway Campground,8.42,357.3,,18.14,110,0.78,<4,32,130,8.5,12,50,0.022,<0.05,0.49,,0.06,<0.17,40,<10,
FY14,9/10/2013,Routine Sample,5951a,South Platte River,d/s Elevenmile Reservoir @ Spillway @ Gage,8.18,352.1,,17.31,110,0.73,<4,38,140,6.7,11,68,0.034,<0.05,0.47,,0.058,<0.17,47,<10,
FY14,7/23/2013,Routine Sample,7120A,Grape Creek,at State Hwy 69,8,320,9.48,24.58,160,1.5,<4,3.7,150,130,340,30,<0.003,<0.05,0.27,,0.05,0.24,9.9,21,
